"age","genename","measurement","percent"
13,"PROM1",0.0448767506582758,0.03495
14,"PROM1",0.0886295807926018,0.0391
15,"PROM1",0,0.02485
16,"PROM1",0.0274190563711464,0.02805
17,"PROM1",0.152709171198024,0.05
18,"PROM1",0.22895344389358,0.0623
19,"PROM1",0.582540929602666,0.1012
20,"PROM1",0.462512615509381,0.1018
21,"PROM1",0.648012899733414,0.1234
22,"PROM1",0.783869700240694,0.14715
23,"PROM1",0.875478246352209,0.15665
11,"SOX1",0.379928852345543,0.05695
12,"SOX1",0.303776685040372,0.05015
13,"SOX1",0,0.0238
14,"SOX1",0.200815357849811,0.03855
15,"SOX1",0.0877322426584793,0.02925
16,"SOX1",0.102142190411209,0.0336
17,"SOX1",0.240805668155969,0.04475
18,"SOX1",0.228992715469551,0.04445
19,"SOX1",0.513606420835547,0.06735
20,"SOX1",0.543149253751241,0.06985
21,"SOX1",0.62482369374467,0.07555
22,"SOX1",1,0.1116
23,"SOX1",0.912324528485816,0.10215
11,"SOX10",0.94144507250281,0.00625
12,"SOX10",1,0.00505
13,"SOX10",0.591755590013589,0.0013
14,"SOX10",0.775632837537842,0.00115
15,"SOX10",0.339375202525121,2e-04
16,"SOX10",0.0761941623241347,0.00095
17,"SOX10",0.0308234743443585,0.0021
18,"SOX10",0,0.0038
19,"SOX10",0.210189599270715,0.00925
20,"SOX10",0.343884509414104,0.00565
21,"SOX10",0.39033026799613,0.00465
22,"SOX10",0.417586256028146,0.0047
23,"SOX10",0.54554946565686,0.00775
11,"SOX2",1,0.02525
12,"SOX2",0.734775054887496,0.0225
13,"SOX2",0.282245266582965,0.0101
14,"SOX2",0.483474892654145,0.01245
15,"SOX2",0.209417151444627,0.00525
16,"SOX2",0,0.00785
17,"SOX2",0.15137865562877,0.00955
18,"SOX2",0.377664615722789,0.01505
19,"SOX2",0.105120633910862,0.0188
20,"SOX2",0.187382215459781,0.017
21,"SOX2",0.281913878673957,0.0084
22,"SOX2",0.226620645349362,0.01145
23,"SOX2",0.563238966343732,0.01505
11,"FUT4",0.525539987307026,0.00585
12,"FUT4",0.690340430651216,0.00775
13,"FUT4",0.0364481317368126,0.00055
14,"FUT4",1,0.01005
15,"FUT4",0.861258681569586,0.008
16,"FUT4",0.671612615407876,0.0067
17,"FUT4",0.510730782698179,0.01195
18,"FUT4",0,0.00075
19,"FUT4",0.55607137570272,0.0136
20,"FUT4",0.194168737291749,0.00535
21,"FUT4",0.488932029576741,0.00755
22,"FUT4",0.341598942215073,0.00875
23,"FUT4",0.61885495980546,0.01075
11,"TBR1",0.5747101691878,0.0175
12,"TBR1",0.513882361789754,0.0101
13,"TBR1",0,0.00135
14,"TBR1",0.456156445833887,0.00525
15,"TBR1",0.249637813253436,0.002
16,"TBR1",0.117306772268174,0.0027
17,"TBR1",0.096403695090807,0.0052
18,"TBR1",0.0348783086540799,0.0022
19,"TBR1",0.0984285900321151,0.0129
20,"TBR1",0.179786179268161,0.0112
21,"TBR1",0.571312910122668,0.0379
22,"TBR1",0.390650267646659,0.02345
23,"TBR1",1,0.06565
11,"EOMES",0.573312550980012,0.38755
12,"EOMES",0.754890318669646,0.45255
13,"EOMES",0.201255906324744,0.2554
14,"EOMES",1,0.57175
15,"EOMES",0.62916204398018,0.45165
16,"EOMES",0.499056538017962,0.39915
17,"EOMES",0.281980294950165,0.2838
18,"EOMES",0,0.1555
19,"EOMES",0.336652516159359,0.3136
20,"EOMES",0.350877642166038,0.3168
21,"EOMES",0.639054294015191,0.4182
22,"EOMES",0.429500298960276,0.33185
23,"EOMES",0.887920995753479,0.50925
11,"NTRK2",0.519001666864043,0.0288
12,"NTRK2",0.311544516126314,0.01985
13,"NTRK2",0,0.01385
14,"NTRK2",0.566537830100347,0.0213
15,"NTRK2",0.881676170039818,0.04125
16,"NTRK2",0.359357137153391,0.02755
17,"NTRK2",0.563987779642622,0.03585
18,"NTRK2",0.0775507543908227,0.0231
19,"NTRK2",0.429040441575018,0.03695
20,"NTRK2",0.50378142232547,0.03745
21,"NTRK2",0.841651403957373,0.0504
22,"NTRK2",0.451296100784271,0.0363
23,"NTRK2",1,0.0491
11,"TUBB3",0.50100139191591,0.027
12,"TUBB3",0.457835648528559,0.04105
13,"TUBB3",0.61168669144925,0.06125
14,"TUBB3",0.899474897841996,0.1458
15,"TUBB3",1,0.1486
16,"TUBB3",0.413621626447337,0.0608
17,"TUBB3",0.607602550465931,0.06905
18,"TUBB3",0.28467274130101,0.02375
19,"TUBB3",0.48548403866357,0.0572
20,"TUBB3",0.230005732927255,0.02375
21,"TUBB3",0.176556012872169,0.0276
22,"TUBB3",0.102055743331454,0.0141
23,"TUBB3",0,0.0074
11,"VCAM1",0.284352856378313,0.09605
12,"VCAM1",0.392050841685669,0.12865
13,"VCAM1",0.667757362466976,0.247
14,"VCAM1",1,0.3178
15,"VCAM1",0.942213013942734,0.28365
16,"VCAM1",0.588929408869828,0.18835
17,"VCAM1",0.423609153908244,0.1404
18,"VCAM1",0.276166243838447,0.1152
19,"VCAM1",0.243029682843725,0.11075
20,"VCAM1",0.16014208935739,0.10285
21,"VCAM1",0.14218829449799,0.08525
22,"VCAM1",0,0.05525
23,"VCAM1",0.0909535662192132,0.06
